5,0,74,A
7,0,39,A
8,0,78,A
13,0,89,A
15,0,30,A
22,0,36,A
28,0,56,A
33,0,91,A
37,0,15,A
39,0,22,A
40,0,77,A
42,0,32,A
43,0,51,A
44,0,64,A
45,0,57,A
57,0,39,A
60,0,16,A
61,0,97,A
63,0,82,A
64,0,88,A
65,0,53,A
72,0,7,A
75,0,43,A
77,0,50,A
81,0,57,A
88,0,85,A
94,0,61,A
96,0,46,A
97,0,62,A
0,1,73,A
5,1,81,A
8,1,45,A
12,1,50,A
20,1,86,A
21,1,85,A
26,1,32,A
28,1,55,A
30,1,0,A
33,1,34,A
34,1,14,A
40,1,40,A
41,1,39,A
44,1,41,A
45,1,47,A
51,1,52,A
58,1,68,A
60,1,23,A
64,1,80,A
67,1,21,A
72,1,1,A
73,1,74,A
77,1,46,A
82,1,50,A
84,1,49,A
89,1,54,A
92,1,53,A
93,1,67,A
94,1,22,A
97,1,25,A
0,2,16,A
7,2,66,A
10,2,53,A
11,2,13,A
20,2,56,A
23,2,88,A
25,2,37,A
26,2,70,A
29,2,50,A
34,2,58,A
38,2,75,A
42,2,45,A
43,2,85,A
46,2,83,A
49,2,1,A
50,2,81,A
58,2,55,A
59,2,90,A
61,2,60,A
67,2,98,A
73,2,15,A
75,2,13,A
76,2,4,A
78,2,63,A
81,2,46,A
86,2,94,A
90,2,52,A
91,2,62,A
92,2,6,A
98,2,20,A
9,3,12,A
10,3,48,A
13,3,3,A
15,3,18,A
16,3,85,A
23,3,90,A
25,3,15,A
29,3,30,A
32,3,64,A
34,3,51,A
48,3,11,A
51,3,89,A
55,3,67,A
58,3,55,A
59,3,49,A
61,3,82,A
65,3,2,A
69,3,24,A
71,3,28,A
77,3,37,A
86,3,49,A
87,3,31,A
93,3,7,A
94,3,63,A
95,3,54,A
96,3,41,A
98,3,20,A
0,4,19,A
1,4,43,A
4,4,43,A
5,4,77,A
6,4,58,A
10,4,61,A
24,4,73,A
26,4,76,A
27,4,14,A
28,4,68,A
32,4,90,A
40,4,69,A
45,4,5,A
48,4,61,A
50,4,49,A
51,4,87,A
52,4,49,A
55,4,32,A
59,4,60,A
61,4,98,A
68,4,68,A
79,4,50,A
80,4,32,A
85,4,57,A
87,4,73,A
91,4,75,A
95,4,48,A
99,4,94,A
2,5,91,A
3,5,75,A
6,5,84,A
8,5,54,A
10,5,26,A
11,5,62,A
13,5,66,A
16,5,82,A
17,5,50,A
26,5,87,A
27,5,6,A
29,5,3,A
30,5,16,A
35,5,5,A
42,5,19,A
50,5,17,A
52,5,1,A
55,5,9,A
56,5,36,A
57,5,68,A
60,5,20,A
64,5,2,A
73,5,9,A
79,5,74,A
81,5,85,A
83,5,76,A
85,5,93,A
89,5,72,A
0,6,12,A
5,6,88,A
14,6,97,A
15,6,64,A
18,6,65,A
19,6,76,A
24,6,68,A
30,6,78,A
31,6,13,A
33,6,21,A
37,6,91,A
39,6,89,A
44,6,75,A
45,6,64,A
55,6,54,A
58,6,70,A
59,6,51,A
69,6,43,A
78,6,87,A
79,6,65,A
81,6,26,A
82,6,78,A
85,6,77,A
89,6,95,A
90,6,99,A
93,6,78,A
94,6,89,A
95,6,73,A
96,6,97,A
99,6,49,A
0,7,66,A
4,7,97,A
9,7,5,A
14,7,93,A
18,7,89,A
31,7,25,A
35,7,43,A
38,7,28,A
40,7,47,A
41,7,62,A
46,7,54,A
50,7,40,A
51,7,24,A
52,7,2,A
60,7,96,A
65,7,27,A
66,7,75,A
68,7,3,A
69,7,13,A
71,7,21,A
72,7,90,A
74,7,0,A
75,7,31,A
78,7,17,A
79,7,62,A
81,7,36,A
85,7,28,A
90,7,52,A
92,7,36,A
93,7,77,A
94,7,54,A
98,7,96,A
99,7,3,A
3,8,45,A
5,8,33,A
7,8,12,A
8,8,89,A
9,8,64,A
13,8,47,A
14,8,58,A
15,8,24,A
21,8,23,A
22,8,27,A
25,8,90,A
28,8,3,A
36,8,5,A
41,8,61,A
54,8,85,A
58,8,33,A
60,8,43,A
61,8,5,A
62,8,23,A
65,8,73,A
67,8,93,A
69,8,10,A
74,8,0,A
76,8,12,A
79,8,14,A
80,8,76,A
91,8,37,A
92,8,16,A
0,9,29,A
10,9,21,A
17,9,18,A
18,9,99,A
19,9,48,A
25,9,32,A
27,9,14,A
29,9,80,A
33,9,33,A
35,9,64,A
55,9,50,A
62,9,97,A
63,9,13,A
72,9,73,A
77,9,77,A
80,9,72,A
81,9,33,A
82,9,31,A
83,9,41,A
86,9,71,A
87,9,87,A
88,9,85,A
92,9,18,A
93,9,30,A
96,9,21,A
97,9,46,A
98,9,12,A
99,9,28,A
1,10,19,A
3,10,5,A
4,10,84,A
6,10,3,A
10,10,48,A
14,10,91,A
21,10,53,A
22,10,36,A
28,10,59,A
35,10,25,A
43,10,51,A
44,10,86,A
45,10,67,A
50,10,96,A
51,10,96,A
52,10,68,A
53,10,89,A
58,10,82,A
63,10,81,A
64,10,75,A
65,10,7,A
67,10,7,A
77,10,24,A
81,10,77,A
82,10,43,A
84,10,82,A
85,10,62,A
87,10,29,A
93,10,64,A
94,10,13,A
95,10,5,A
96,10,80,A
5,11,4,A
7,11,6,A
8,11,16,A
10,11,31,A
11,11,81,A
16,11,17,A
20,11,44,A
34,11,33,A
43,11,62,A
46,11,13,A
50,11,61,A
51,11,53,A
52,11,15,A
53,11,33,A
54,11,61,A
57,11,52,A
61,11,34,A
71,11,4,A
83,11,63,A
86,11,32,A
90,11,15,A
91,11,46,A
95,11,61,A
96,11,84,A
97,11,44,A
98,11,43,A
99,11,24,A
0,12,98,A
1,12,41,A
2,12,19,A
5,12,78,A
10,12,33,A
11,12,18,A
13,12,79,A
15,12,53,A
17,12,40,A
21,12,48,A
28,12,38,A
29,12,49,A
30,12,52,A
31,12,62,A
32,12,33,A
41,12,67,A
42,12,94,A
54,12,23,A
56,12,94,A
59,12,2,A
61,12,29,A
62,12,70,A
63,12,55,A
66,12,70,A
72,12,60,A
74,12,18,A
78,12,56,A
84,12,91,A
85,12,69,A
86,12,68,A
88,12,1,A
89,12,28,A
90,12,46,A
91,12,25,A
94,12,1,A
96,12,19,A
1,13,53,A
2,13,30,A
3,13,99,A
4,13,88,A
5,13,36,A
6,13,98,A
11,13,43,A
12,13,67,A
13,13,3,A
14,13,17,A
17,13,41,A
22,13,36,A
24,13,35,A
27,13,88,A
31,13,41,A
35,13,46,A
37,13,76,A
47,13,61,A
48,13,74,A
51,13,19,A
54,13,24,A
55,13,72,A
56,13,29,A
57,13,53,A
60,13,11,A
68,13,54,A
69,13,34,A
70,13,86,A
74,13,16,A
78,13,21,A
82,13,41,A
87,13,40,A
89,13,0,A
92,13,22,A
96,13,48,A
98,13,88,A
99,13,51,A
2,14,24,A
3,14,62,A
6,14,46,A
14,14,95,A
19,14,74,A
24,14,75,A
27,14,93,A
31,14,46,A
34,14,55,A
36,14,95,A
42,14,77,A
44,14,50,A
45,14,54,A
49,14,94,A
52,14,3,A
53,14,26,A
62,14,89,A
65,14,21,A
66,14,38,A
69,14,82,A
75,14,40,A
90,14,50,A
91,14,57,A
93,14,99,A
4,15,71,A
12,15,25,A
18,15,66,A
20,15,14,A
23,15,2,A
27,15,60,A
28,15,67,A
37,15,96,A
39,15,70,A
40,15,22,A
41,15,61,A
42,15,17,A
46,15,75,A
51,15,83,A
57,15,67,A
60,15,82,A
66,15,99,A
68,15,74,A
69,15,56,A
71,15,55,A
76,15,39,A
77,15,40,A
79,15,46,A
81,15,64,A
82,15,64,A
84,15,23,A
87,15,49,A
89,15,17,A
91,15,67,A
96,15,79,A
98,15,81,A
3,16,95,A
5,16,40,A
10,16,79,A
18,16,23,A
21,16,21,A
22,16,74,A
29,16,87,A
33,16,54,A
35,16,1,A
36,16,13,A
38,16,56,A
41,16,0,A
47,16,11,A
48,16,43,A
52,16,77,A
56,16,99,A
58,16,0,A
60,16,96,A
64,16,26,A
65,16,63,A
71,16,41,A
72,16,65,A
75,16,89,A
76,16,97,A
82,16,68,A
87,16,63,A
91,16,2,A
92,16,71,A
94,16,86,A
98,16,93,A
2,17,62,A
3,17,42,A
5,17,46,A
7,17,61,A
11,17,87,A
17,17,5,A
18,17,92,A
20,17,88,A
23,17,61,A
30,17,73,A
31,17,69,A
35,17,83,A
41,17,63,A
43,17,24,A
46,17,38,A
50,17,48,A
55,17,22,A
63,17,32,A
64,17,18,A
69,17,68,A
73,17,17,A
74,17,85,A
75,17,89,A
76,17,70,A
78,17,80,A
79,17,75,A
81,17,5,A
82,17,83,A
83,17,59,A
84,17,53,A
85,17,19,A
87,17,81,A
89,17,1,A
91,17,28,A
92,17,28,A
98,17,9,A
0,18,91,A
2,18,42,A
4,18,88,A
5,18,46,A
11,18,24,A
14,18,70,A
16,18,55,A
17,18,9,A
19,18,61,A
23,18,90,A
24,18,26,A
26,18,95,A
29,18,62,A
37,18,91,A
40,18,13,A
41,18,32,A
49,18,23,A
52,18,84,A
55,18,17,A
59,18,47,A
61,18,59,A
62,18,76,A
64,18,29,A
65,18,5,A
69,18,77,A
72,18,47,A
74,18,20,A
82,18,98,A
85,18,98,A
90,18,92,A
94,18,63,A
0,19,75,A
1,19,37,A
6,19,79,A
9,19,22,A
11,19,40,A
15,19,48,A
16,19,75,A
20,19,21,A
26,19,69,A
33,19,63,A
34,19,96,A
35,19,0,A
36,19,78,A
41,19,8,A
42,19,15,A
43,19,51,A
44,19,40,A
45,19,83,A
47,19,61,A
50,19,92,A
52,19,67,A
58,19,73,A
65,19,42,A
67,19,74,A
68,19,47,A
71,19,61,A
73,19,11,A
74,19,18,A
80,19,72,A
81,19,25,A
82,19,51,A
93,19,12,A
98,19,3,A
0,20,56,A
2,20,50,A
3,20,79,A
5,20,21,A
7,20,17,A
9,20,98,A
11,20,22,A
13,20,65,A
18,20,71,A
21,20,14,A
23,20,62,A
27,20,50,A
29,20,63,A
33,20,53,A
34,20,13,A
35,20,28,A
36,20,85,A
40,20,10,A
41,20,73,A
45,20,21,A
50,20,9,A
